,mitigation,tRH,trace,ipc_0,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,aipc_0,soa_0,aos_0,weighted_speedup,harmonic_speedup,max_slowdown,min_insn,weighted_speedup_base,harmonic_speedup_base,max_slowdown_base,total_energy_base,norm_weighted_speedup,norm_harmonic_speedup,norm_max_slowdown,norm_energy
3325,PRAC-1,128,510.parest,0.6774113637883347,0,0,0,0,0,0,0,3875251.6708125,100000000,0.8354965452886249,0.8107889465351658,1.2333665922228105,0.8107889465351658,0.8107889465351659,0.18921105346483424,100000000,1.0,1.0,0.0,3197429.124937501,0.8107889465351658,0.8107889465351659,inf,1.211989857910689
3326,PRAC-1,64,510.parest,0.6726819410581822,0,0,0,0,0,0,0,3893916.606625,100000000,0.8354965452886249,0.8051283333862286,1.2420380187021556,0.8051283333862286,0.8051283333862287,0.19487166661377142,100000000,1.0,1.0,0.0,3197429.124937501,0.8051283333862286,0.8051283333862287,inf,1.2178273401763404
3327,PRAC-1,32,510.parest,0.1934610258389293,0,0,0,0,0,0,0,10748056.805375,100000000,0.8354965452886249,0.23155215533787463,4.318681458787663,0.23155215533787463,0.23155215533787465,0.7684478446621253,100000000,1.0,1.0,0.0,3197429.124937501,0.23155215533787463,0.23155215533787465,inf,3.3614683501655693
3328,PRAC-1,20,510.parest,0.1934610258389293,0,0,0,0,0,0,0,10748056.805375,100000000,0.8354965452886249,0.23155215533787463,4.318681458787663,0.23155215533787463,0.23155215533787465,0.7684478446621253,100000000,1.0,1.0,0.0,3197429.124937501,0.23155215533787463,0.23155215533787465,inf,3.3614683501655693
3329,PRAC-RFM,1024,510.parest,0.6662500294315951,0,1801,0,0,0,0,0,3944643.8256250015,100000000,0.8354965452886249,0.7974300231264713,1.254028530402349,0.7974300231264713,0.7974300231264713,0.20256997687352873,100000000,1.0,1.0,0.0,3197429.124937501,0.7974300231264713,0.7974300231264713,inf,1.2336923420318524
3330,PRAC-RFM,512,510.parest,0.6662500294315951,0,1801,0,0,0,0,0,3944643.8256250015,100000000,0.8354965452886249,0.7974300231264713,1.254028530402349,0.7974300231264713,0.7974300231264713,0.20256997687352873,100000000,1.0,1.0,0.0,3197429.124937501,0.7974300231264713,0.7974300231264713,inf,1.2336923420318524
3331,PRAC-RFM,256,510.parest,0.6662500294315951,0,1801,0,0,0,0,0,3944643.8256250015,100000000,0.8354965452886249,0.7974300231264713,1.254028530402349,0.7974300231264713,0.7974300231264713,0.20256997687352873,100000000,1.0,1.0,0.0,3197429.124937501,0.7974300231264713,0.7974300231264713,inf,1.2336923420318524
3332,PRAC-RFM,128,510.parest,0.6609874754969464,0,2644,0,0,0,0,0,3977321.9556875015,100000000,0.8354965452886249,0.7911313089494657,1.2640126723437208,0.7911313089494657,0.7911313089494657,0.2088686910505343,100000000,1.0,1.0,0.0,3197429.124937501,0.7911313089494657,0.7911313089494657,inf,1.243912468510227
3333,PRAC-RFM,64,510.parest,0.6224958160499964,0,8963,0,0,0,0,0,4229988.930937501,100000000,0.8354965452886249,0.745060909659361,1.3421721459755502,0.745060909659361,0.7450609096593609,0.254939090340639,100000000,1.0,1.0,0.0,3197429.124937501,0.745060909659361,0.7450609096593609,inf,1.3229343843611179
3334,PRAC-RFM,32,510.parest,0.4331789782348399,0,58440,0,0,0,0,0,6149590.041875,100000000,0.8354965452886249,0.5184689041235914,1.9287559814033175,0.5184689041235914,0.5184689041235914,0.48153109587640863,100000000,1.0,1.0,0.0,3197429.124937501,0.5184689041235914,0.5184689041235914,inf,1.9232920579577208
3335,RFM,1024,510.parest,0.8208086146819021,0,1702,0,0,0,0,0,3255464.528875,100000000,0.8354965452886249,0.9824201180848106,1.017894464487821,0.9824201180848106,0.9824201180848104,0.017579881915189444,100000000,1.0,1.0,0.0,3197429.124937501,0.9824201180848106,0.9824201180848104,inf,1.0181506459314038
3336,RFM,512,510.parest,0.8146824681391943,0,2436,0,0,0,0,0,3280400.994875001,100000000,0.8354965452886249,0.9750877759258234,1.0255486989881737,0.9750877759258234,0.9750877759258234,0.024912224074176592,100000000,1.0,1.0,0.0,3197429.124937501,0.9750877759258234,0.9750877759258234,inf,1.0259495571896755
3337,RFM,256,510.parest,0.7744260480741387,0,7560,0,0,0,0,0,3453697.1458750004,100000000,0.8354965452886249,0.9269051469346421,1.078859043244165,0.9269051469346421,0.926905146934642,0.0730948530653579,100000000,1.0,1.0,0.0,3197429.124937501,0.9269051469346421,0.926905146934642,inf,1.0801481474409567
3338,RFM,128,510.parest,0.6571968197614982,0,25381,0,0,0,0,0,4077135.385125,100000000,0.8354965452886249,0.7865942994826717,1.271303390652184,0.7865942994826717,0.7865942994826717,0.21340570051732832,100000000,1.0,1.0,0.0,3197429.124937501,0.7865942994826717,0.7865942994826717,inf,1.275129244719285
3339,RFM,64,510.parest,0.4729220516033521,0,75698,0,0,0,0,0,5708336.8247707635,100000002,0.8354965452886249,0.566037112026573,1.7666686136880974,0.566037112026573,0.566037112026573,0.43396288797342697,100000002,1.0,1.0,0.0,3197429.124937501,0.566037112026573,0.566037112026573,inf,1.7852895566160025
3340,RFM,32,510.parest,0.3097134442635628,0,191916,0,0,0,0,0,8911399.94875,100000000,0.8354965452886249,0.37069386583348624,2.697643776088798,0.37069386583348624,0.37069386583348624,0.6293061341665138,100000000,1.0,1.0,0.0,3197429.124937501,0.37069386583348624,0.37069386583348624,inf,2.78705159693702
3341,RFM,20,510.parest,0.2169276112040785,0,348385,0,0,0,0,0,12938556.711687503,100000000,0.8354965452886249,0.2596391480339876,3.8514993119184666,0.2596391480339876,0.2596391480339876,0.7403608519660124,100000000,1.0,1.0,0.0,3197429.124937501,0.2596391480339876,0.2596391480339876,inf,4.046549964400042
3342,Dummy,0,510.parest,0.8354965452886249,0,0,0,0,0,0,0,3197429.124937501,100000000,0.8354965452886249,1.0,1.0,1.0,1.0,0.0,100000000,1.0,1.0,0.0,3197429.124937501,1.0,1.0,,1.0
3343,Chronus,1024,401.bzip2,2.791383919256431,0,0,0,0,0,0,0,871964.1811192308,100000003,2.791383919256431,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,828454.3837088685,1.0,1.0,,1.052519243383776
3344,Chronus,512,401.bzip2,2.7902663180768457,0,0,0,0,0,0,0,872400.7578670585,100000003,2.791383919256431,0.9995996246980303,1.0004005356665582,0.9995996246980303,0.9995996246980303,0.00040037530196967985,100000003,1.0,1.0,0.0,828454.3837088685,0.9995996246980303,0.9995996246980303,inf,1.0530462207966702
3345,Chronus,256,401.bzip2,2.788800673238773,0,0,0,0,0,0,0,872868.7452533314,100000003,2.791383919256431,0.9990745644123555,1.000926292811977,0.9990745644123555,0.9990745644123556,0.0009254355876444631,100000003,1.0,1.0,0.0,828454.3837088685,0.9990745644123555,0.9990745644123556,inf,1.0536111129566679
3346,Chronus,128,401.bzip2,2.786467770460823,0,0,0,0,0,0,0,872578.1706433424,100000003,2.791383919256431,0.9982388130985158,1.0017642941532372,0.9982388130985158,0.9982388130985158,0.0017611869014841908,100000003,1.0,1.0,0.0,828454.3837088685,0.9982388130985158,0.9982388130985158,inf,1.0532603699155265
3347,Chronus,64,401.bzip2,2.778886559657121,0,0,0,0,0,0,0,874247.2882993063,100000003,2.791383919256431,0.9955228804203189,1.0044972543250748,0.9955228804203189,0.9955228804203189,0.00447711957968111,100000003,1.0,1.0,0.0,828454.3837088685,0.9955228804203189,0.9955228804203189,inf,1.0552751068627697
3348,Chronus,32,401.bzip2,2.7531203796618966,0,0,0,0,0,0,0,880629.2106124178,100000003,2.791383919256431,0.986292269103303,1.013898244289352,0.986292269103303,0.9862922691033029,0.013707730896696968,100000003,1.0,1.0,0.0,828454.3837088685,0.986292269103303,0.9862922691033029,inf,1.0629785150873006
3349,Chronus,20,401.bzip2,2.7064745120341627,0,0,0,0,0,0,0,891198.3226388816,100000003,2.791383919256431,0.9695816090948584,1.0313726978934123,0.9695816090948584,0.9695816090948584,0.030418390905141646,100000003,1.0,1.0,0.0,828454.3837088685,0.9695816090948584,0.9695816090948584,inf,1.075736142102499
3350,Chronus+PB,1024,401.bzip2,2.791383919256431,0,0,0,0,0,0,0,871964.1811192308,100000003,2.791383919256431,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,828454.3837088685,1.0,1.0,,1.052519243383776
3351,Chronus+PB,512,401.bzip2,2.7902663180768457,0,0,0,0,0,0,0,872446.7144992175,100000003,2.791383919256431,0.9995996246980303,1.0004005356665582,0.9995996246980303,0.9995996246980303,0.00040037530196967985,100000003,1.0,1.0,0.0,828454.3837088685,0.9995996246980303,0.9995996246980303,inf,1.0531016935336883
3352,Chronus+PB,256,401.bzip2,2.786727436272701,0,0,0,0,0,0,0,873139.70867289,100000003,2.791383919256431,0.9983318371394178,1.0016709502777774,0.9983318371394178,0.9983318371394179,0.0016681628605822452,100000003,1.0,1.0,0.0,828454.3837088685,0.9983318371394178,0.9983318371394179,inf,1.053938183975769
3353,Chronus+PB,128,401.bzip2,2.7838223126358197,0,0,0,0,0,0,0,874159.1972468615,100000003,2.791383919256431,0.9972910904270647,1.0027162676965011,0.9972910904270647,0.9972910904270645,0.0027089095729353474,100000003,1.0,1.0,0.0,828454.3837088685,0.9972910904270647,0.9972910904270645,inf,1.0551687750547944
3354,Chronus+PB,64,401.bzip2,2.7587149872870143,0,0,0,0,0,0,0,879458.9708095121,100000003,2.791383919256431,0.988296510650488,1.0118420830422734,0.988296510650488,0.9882965106504878,0.011703489349512042,100000003,1.0,1.0,0.0,828454.3837088685,0.988296510650488,0.9882965106504878,inf,1.0615659571650806
3355,Chronus+PB,32,401.bzip2,2.545068012104954,0,0,0,0,0,0,0,933691.2631893372,100000003,2.791383919256431,0.9117584989107873,1.0967816600499238,0.9117584989107873,0.9117584989107873,0.08824150108921269,100000003,1.0,1.0,0.0,828454.3837088685,0.9117584989107873,0.9117584989107873,inf,1.1270279710626174
3356,Chronus+PB,20,401.bzip2,1.0541712553861562,0,0,0,0,0,0,0,1937950.4096579752,100000003,2.791383919256431,0.3776518335990724,2.647941598667393,0.3776518335990724,0.3776518335990724,0.6223481664009276,100000003,1.0,1.0,0.0,828454.3837088685,0.3776518335990724,0.3776518335990724,inf,2.3392361097566483
3357,Graphene,1024,401.bzip2,2.790260089622035,12,0,0,0,0,0,0,828836.8453848948,100000003,2.791383919256431,0.9995973933837465,1.0004027687736265,0.9995973933837465,0.9995973933837465,0.0004026066162534647,100000003,1.0,1.0,0.0,828454.3837088685,0.9995973933837465,0.9995973933837465,inf,1.0004616568920959
3358,Graphene,512,401.bzip2,2.786348747256248,84,0,0,0,0,0,0,829903.967040381,100000003,2.791383919256431,0.9981961736021161,1.0018070860674355,0.9981961736021161,0.9981961736021162,0.0018038263978839009,100000003,1.0,1.0,0.0,828454.3837088685,0.9981961736021161,0.9981961736021162,inf,1.00174974429494
3359,Graphene,256,401.bzip2,2.778922854519475,251,0,0,0,0,0,0,832155.698160329,100000003,2.791383919256431,0.9955358828819664,1.0044841348210478,0.9955358828819664,0.9955358828819664,0.004464117118033628,100000003,1.0,1.0,0.0,828454.3837088685,0.9955358828819664,0.9955358828819664,inf,1.0044677347651783
3360,Graphene,128,401.bzip2,2.755777038574291,733,0,0,0,0,0,0,839215.2474485426,100000003,2.791383919256431,0.9872440045109864,1.012920813325508,0.9872440045109864,0.9872440045109865,0.012755995489013627,100000003,1.0,1.0,0.0,828454.3837088685,0.9872440045109864,0.9872440045109865,inf,1.0129890841925409
3361,Graphene,64,401.bzip2,2.701223827235348,1843,0,0,0,0,0,0,856349.2142470237,100000003,2.791383919256431,0.9677005762628668,1.0333774976779175,0.9677005762628668,0.9677005762628667,0.03229942373713324,100000003,1.0,1.0,0.0,828454.3837088685,0.9677005762628668,0.9677005762628667,inf,1.033670931178219
3362,Graphene,32,401.bzip2,2.5998854646491765,4088,0,0,0,0,0,0,890489.3501603195,100000003,2.791383919256431,0.9313965903127127,1.0736564964922772,0.9313965903127127,0.9313965903127127,0.06860340968728729,100000003,1.0,1.0,0.0,828454.3837088685,0.9313965903127127,0.9313965903127127,inf,1.0748803647748588
3363,Graphene,20,401.bzip2,2.4935252626268003,6831,0,0,0,0,0,0,928914.3906950682,100000003,2.791383919256431,0.8932935542922471,1.1194528329405622,0.8932935542922471,0.8932935542922472,0.1067064457077529,100000003,1.0,1.0,0.0,828454.3837088685,0.8932935542922471,0.8932935542922472,inf,1.1212619656093255
3364,Hydra,1024,401.bzip2,2.778759535104652,18,0,0,0,0,0,0,832763.494829595,100000003,2.791383919256431,0.9954773744791287,1.004543172589169,0.9954773744791287,0.9954773744791285,0.004522625520871348,100000003,1.0,1.0,0.0,828454.3837088685,0.9954773744791287,0.9954773744791285,inf,1.0052013861058169
3365,Hydra,512,401.bzip2,2.773759454150784,84,0,0,0,0,0,0,834401.4202179576,100000003,2.791383919256431,0.9936861192815276,1.006353999110944,0.9936861192815276,0.9936861192815277,0.006313880718472387,100000003,1.0,1.0,0.0,828454.3837088685,0.9936861192815276,0.9936861192815277,inf,1.0071784718942098
3366,Hydra,256,401.bzip2,2.765805457564608,252,0,0,0,0,0,0,836865.965269021,100000003,2.791383919256431,0.9908366378714982,1.009248105871606,0.9908366378714982,0.9908366378714982,0.009163362128501773,100000003,1.0,1.0,0.0,828454.3837088685,0.9908366378714982,0.9908366378714982,inf,1.0101533430513037
3367,Hydra,128,401.bzip2,2.733163596590641,750,0,0,0,0,0,0,847169.6511474105,100000003,2.791383919256431,0.9791428465772279,1.0213014408425511,0.9791428465772279,0.979142846577228,0.020857153422772057,100000003,1.0,1.0,0.0,828454.3837088685,0.9791428465772279,0.979142846577228,inf,1.0225905829054298
3368,Hydra,64,401.bzip2,2.679921495454036,1841,0,0,0,0,0,0,864384.471255966,100000003,2.791383919256431,0.9600691173172314,1.041591674976849,0.9600691173172314,0.9600691173172314,0.039930882682768565,100000003,1.0,1.0,0.0,828454.3837088685,0.9600691173172314,0.9600691173172314,inf,1.0433700252586555
3369,Hydra,32,401.bzip2,2.5767933482658503,4091,0,0,0,0,0,0,899626.3911987082,100000003,2.791383919256431,0.9231239495541181,1.083278145348752,0.9231239495541181,0.923123949554118,0.07687605044588186,100000003,1.0,1.0,0.0,828454.3837088685,0.9231239495541181,0.923123949554118,inf,1.0859093860680815
3370,Hydra,20,401.bzip2,2.469687013116656,6817,0,0,0,0,0,0,939249.6217600113,100000003,2.791383919256431,0.8847536148931213,1.1302581681124868,0.8847536148931213,0.8847536148931214,0.11524638510687868,100000003,1.0,1.0,0.0,828454.3837088685,0.8847536148931213,0.8847536148931214,inf,1.1337372826191452
3371,PARA,1024,401.bzip2,2.681847433458674,2282,0,0,0,0,0,0,862856.4261768073,100000003,2.791383919256431,0.9607590754384888,1.040843667850446,0.9607590754384888,0.9607590754384887,0.03924092456151118,100000003,1.0,1.0,0.0,828454.3837088685,0.9607590754384888,0.9607590754384887,inf,1.0415255723724048
3372,PARA,512,401.bzip2,2.58607666708518,4486,0,0,0,0,0,0,895106.5993343021,100000003,2.791383919256431,0.9264496543256074,1.0793894685274963,0.9264496543256074,0.9264496543256073,0.07355034567439256,100000003,1.0,1.0,0.0,828454.3837088685,0.9264496543256074,0.9264496543256073,inf,1.0804536941757028
3373,PARA,256,401.bzip2,2.422220984736472,8986,0,0,0,0,0,0,956888.1539808554,100000003,2.791383919256431,0.8677491361996896,1.1524067939491172,0.8677491361996896,0.8677491361996895,0.13225086380031037,100000003,1.0,1.0,0.0,828454.3837088685,0.8677491361996896,0.8677491361996895,inf,1.1550281739074246
3374,PARA,128,401.bzip2,2.154680152608234,17688,0,0,0,0,0,0,1077346.3739921087,100000003,2.791383919256431,0.7719039067840577,1.2954980421931623,0.7719039067840577,0.7719039067840576,0.22809609321594226,100000003,1.0,1.0,0.0,828454.3837088685,0.7719039067840577,0.7719039067840576,inf,1.300429323783631
3375,PARA,64,401.bzip2,1.8140749060894263,33360,0,0,0,0,0,0,1282129.4070361177,100000003,2.791383919256431,0.6498836987542221,1.5387368569436721,0.6498836987542221,0.6498836987542221,0.35011630124577786,100000003,1.0,1.0,0.0,828454.3837088685,0.6498836987542221,0.6498836987542221,inf,1.5476161780884214
3376,PARA,32,401.bzip2,1.4454055941675574,59288,0,0,0,0,0,0,1610790.4059262879,100000003,2.791383919256431,0.517809672899665,1.9312115094338305,0.517809672899665,0.517809672899665,0.48219032710033505,100000003,1.0,1.0,0.0,828454.3837088685,0.517809672899665,0.517809672899665,inf,1.944332044831504
3377,PARA,20,401.bzip2,1.217139314711151,81858,0,0,0,0,0,0,1912221.0845708675,100000003,2.791383919256431,0.43603436500249404,2.2933972188047154,0.43603436500249404,0.43603436500249404,0.563965634997506,100000003,1.0,1.0,0.0,828454.3837088685,0.43603436500249404,0.43603436500249404,inf,2.3081790888837292
3378,PRAC-4,1024,401.bzip2,2.635145140496053,0,0,0,0,0,0,0,882881.971388541,100000003,2.791383919256431,0.9440282013224476,1.0592903883582545,0.9440282013224476,0.9440282013224476,0.05597179867755242,100000003,1.0,1.0,0.0,828454.3837088685,0.9440282013224476,0.9440282013224476,inf,1.0656977484215946
3379,PRAC-4,512,401.bzip2,2.6339934972497288,0,0,0,0,0,0,0,883212.2055036338,100000003,2.791383919256431,0.9436156306121345,1.0597535347642433,0.9436156306121345,0.9436156306121345,0.05638436938786551,100000003,1.0,1.0,0.0,828454.3837088685,0.9436156306121345,0.9436156306121345,inf,1.0660963631450926
3380,PRAC-4,256,401.bzip2,2.629618576466545,0,0,0,0,0,0,0,884218.6712859399,100000003,2.791383919256431,0.9420483360694515,1.0615166565362695,0.9420483360694515,0.9420483360694514,0.057951663930548514,100000003,1.0,1.0,0.0,828454.3837088685,0.9420483360694515,0.9420483360694514,inf,1.0673112348412266
3381,PRAC-4,128,401.bzip2,2.624371741826178,0,0,0,0,0,0,0,885695.5420541337,100000003,2.791383919256431,0.940168682538394,1.0636389177525731,0.940168682538394,0.9401686825383941,0.05983131746160597,100000003,1.0,1.0,0.0,828454.3837088685,0.940168682538394,0.9401686825383941,inf,1.0690939169022258
3382,PRAC-4,64,401.bzip2,2.585407526012496,0,0,0,0,0,0,0,896128.5729286429,100000003,2.791383919256431,0.9262099377219299,1.0796688302217543,0.9262099377219299,0.9262099377219299,0.07379006227807006,100000003,1.0,1.0,0.0,828454.3837088685,0.9262099377219299,0.9262099377219299,inf,1.0816872848409673
3383,PRAC-4,32,401.bzip2,2.3340919443137027,0,0,0,0,0,0,0,972074.5154627645,100000003,2.791383919256431,0.8361773270283287,1.195918578124902,0.8361773270283287,0.8361773270283287,0.1638226729716713,100000003,1.0,1.0,0.0,828454.3837088685,0.8361773270283287,0.8361773270283287,inf,1.1733591306632114
3384,PRAC-4,20,401.bzip2,0.8491797170441556,0,0,0,0,0,0,0,2341141.5008907546,100000003,2.791383919256431,0.3042145909009751,3.287153311872244,0.3042145909009751,0.3042145909009751,0.695785409099025,100000003,1.0,1.0,0.0,828454.3837088685,0.3042145909009751,0.3042145909009751,inf,2.82591479618927
3385,PRAC-2,1024,401.bzip2,2.635145140496053,0,0,0,0,0,0,0,882881.971388541,100000003,2.791383919256431,0.9440282013224476,1.0592903883582545,0.9440282013224476,0.9440282013224476,0.05597179867755242,100000003,1.0,1.0,0.0,828454.3837088685,0.9440282013224476,0.9440282013224476,inf,1.0656977484215946
3386,PRAC-2,512,401.bzip2,2.6335456611902,0,0,0,0,0,0,0,883315.502313035,100000003,2.791383919256431,0.9434551954758427,1.0599337465046639,0.9434551954758427,0.9434551954758428,0.05654480452415733,100000003,1.0,1.0,0.0,828454.3837088685,0.9434551954758427,0.9434551954758428,inf,1.066221049321462
3387,PRAC-2,256,401.bzip2,2.6300979351128038,0,0,0,0,0,0,0,884278.4147841475,100000003,2.791383919256431,0.9422200640223682,1.0613231857226297,0.9422200640223682,0.9422200640223682,0.05777993597763176,100000003,1.0,1.0,0.0,828454.3837088685,0.9422200640223682,0.9422200640223682,inf,1.0673833492501579
3388,PRAC-2,128,401.bzip2,2.626659224465754,0,0,0,0,0,0,0,885002.905574913,100000003,2.791383919256431,0.9409881623038954,1.0627126249405958,0.9409881623038954,0.9409881623038953,0.05901183769610463,100000003,1.0,1.0,0.0,828454.3837088685,0.9409881623038954,0.9409881623038953,inf,1.0682578582213362
3389,PRAC-2,64,401.bzip2,2.600591540936521,0,0,0,0,0,0,0,892058.2106132536,100000003,2.791383919256431,0.931649538781203,1.0733649922783346,0.931649538781203,0.931649538781203,0.06835046121879695,100000003,1.0,1.0,0.0,828454.3837088685,0.931649538781203,0.931649538781203,inf,1.0767740845544689
3390,PRAC-2,32,401.bzip2,2.29476827728951,0,0,0,0,0,0,0,985267.4473794766,100000003,2.791383919256431,0.8220898105269555,1.21641210874394,0.8220898105269555,0.8220898105269555,0.1779101894730445,100000003,1.0,1.0,0.0,828454.3837088685,0.8220898105269555,0.8220898105269555,inf,1.1892838842478919
3391,PRAC-2,20,401.bzip2,1.0298593073197402,0,0,0,0,0,0,0,1961769.5930219123,100000003,2.791383919256431,0.36894219394732136,2.710451708710723,0.36894219394732136,0.3689421939473213,0.6310578060526786,100000003,1.0,1.0,0.0,828454.3837088685,0.36894219394732136,0.3689421939473213,inf,2.3679874614693426
3392,PRAC-1,1024,401.bzip2,2.635145140496053,0,0,0,0,0,0,0,882881.971388541,100000003,2.791383919256431,0.9440282013224476,1.0592903883582545,0.9440282013224476,0.9440282013224476,0.05597179867755242,100000003,1.0,1.0,0.0,828454.3837088685,0.9440282013224476,0.9440282013224476,inf,1.0656977484215946
3393,PRAC-1,512,401.bzip2,2.633065045077809,0,0,0,0,0,0,0,883411.1361226661,100000003,2.791383919256431,0.9432830170416704,1.0601272173183036,0.9432830170416704,0.9432830170416704,0.05671698295832961,100000003,1.0,1.0,0.0,828454.3837088685,0.9432830170416704,0.9432830170416704,inf,1.0663364857432032
3394,PRAC-1,256,401.bzip2,2.630605494603405,0,0,0,0,0,0,0,884096.5459146037,100000003,2.791383919256431,0.9424018947935137,1.0611184098044566,0.9424018947935137,0.9424018947935137,0.05759810520648634,100000003,1.0,1.0,0.0,828454.3837088685,0.9424018947935137,0.9424018947935137,inf,1.0671638213278967
3395,PRAC-1,128,401.bzip2,2.624371741826178,0,0,0,0,0,0,0,885729.7291156081,100000003,2.791383919256431,0.940168682538394,1.0636389177525731,0.940168682538394,0.9401686825383941,0.05983131746160597,100000003,1.0,1.0,0.0,828454.3837088685,0.940168682538394,0.9401686825383941,inf,1.0691351829781217
3396,PRAC-1,64,401.bzip2,2.5900663963500787,0,0,0,0,0,0,0,894682.740034518,100000003,2.791383919256431,0.9278789558406644,1.0777267807458717,0.9278789558406644,0.9278789558406644,0.07212104415933562,100000003,1.0,1.0,0.0,828454.3837088685,0.9278789558406644,0.9278789558406644,inf,1.079942067575471
3397,PRAC-1,32,401.bzip2,1.2999216771214597,0,0,0,0,0,0,0,1598230.0543655984,100000003,2.791383919256431,0.46569075223007406,2.1473477736271454,0.46569075223007406,0.465690752230074,0.5343092477699259,100000003,1.0,1.0,0.0,828454.3837088685,0.46569075223007406,0.465690752230074,inf,1.9291708581594527
3398,PRAC-1,20,401.bzip2,1.2999216771214597,0,0,0,0,0,0,0,1598230.0543655984,100000003,2.791383919256431,0.46569075223007406,2.1473477736271454,0.46569075223007406,0.465690752230074,0.5343092477699259,100000003,1.0,1.0,0.0,828454.3837088685,0.46569075223007406,0.465690752230074,inf,1.9291708581594527
3399,PRAC-RFM,1024,401.bzip2,2.6016776709823817,0,480,0,0,0,0,0,896564.4017905679,100000003,2.791383919256431,0.9320386396993419,1.0729168914312193,0.9320386396993419,0.9320386396993418,0.06796136030065814,100000003,1.0,1.0,0.0,828454.3837088685,0.9320386396993419,0.9320386396993418,inf,1.0822133595054213
3400,PRAC-RFM,512,401.bzip2,2.6016776709823817,0,480,0,0,0,0,0,896564.4017905679,100000003,2.791383919256431,0.9320386396993419,1.0729168914312193,0.9320386396993419,0.9320386396993418,0.06796136030065814,100000003,1.0,1.0,0.0,828454.3837088685,0.9320386396993419,0.9320386396993418,inf,1.0822133595054213
3401,PRAC-RFM,256,401.bzip2,2.6016776709823817,0,480,0,0,0,0,0,896564.4017905679,100000003,2.791383919256431,0.9320386396993419,1.0729168914312193,0.9320386396993419,0.9320386396993418,0.06796136030065814,100000003,1.0,1.0,0.0,828454.3837088685,0.9320386396993419,0.9320386396993418,inf,1.0822133595054213
3402,PRAC-RFM,128,401.bzip2,2.58591135542686,0,668,0,0,0,0,0,902853.7190393885,100000003,2.791383919256431,0.9263904322110212,1.07945847153591,0.9263904322110212,0.9263904322110212,0.07360956778897876,100000003,1.0,1.0,0.0,828454.3837088685,0.9263904322110212,0.9263904322110212,inf,1.089804987206954
3403,PRAC-RFM,64,401.bzip2,2.5110316018088565,0,1845,0,0,0,0,0,935617.5708064729,100000003,2.791383919256431,0.8995651169609608,1.1116482633056546,0.8995651169609608,0.8995651169609608,0.10043488303903925,100000003,1.0,1.0,0.0,828454.3837088685,0.8995651169609608,0.8995651169609608,inf,1.129353153540996
3404,PRAC-RFM,32,401.bzip2,2.228198763612651,0,7051,0,0,0,0,0,1081752.569609923,100000003,2.791383919256431,0.798241599172857,1.252753553606084,0.798241599172857,0.798241599172857,0.20175840082714303,100000003,1.0,1.0,0.0,828454.3837088685,0.798241599172857,0.798241599172857,inf,1.3057478973882373
3405,PRAC-RFM,20,401.bzip2,0.2748869512328187,0,115055,0,0,0,0,0,8067565.8479730245,100000003,2.791383919256431,0.0984769416118307,10.154661422586901,0.0984769416118307,0.09847694161183071,0.9015230583881693,100000003,1.0,1.0,0.0,828454.3837088685,0.0984769416118307,0.09847694161183071,inf,9.738093015883045
3406,RFM,1024,401.bzip2,2.7603643327483294,0,444,0,0,0,0,0,839799.3206810204,100000003,2.791383919256431,0.988887380809887,1.0112374972173392,0.988887380809887,0.988887380809887,0.011112619190112971,100000003,1.0,1.0,0.0,828454.3837088685,0.988887380809887,0.988887380809887,inf,1.013694099754005
3407,RFM,512,401.bzip2,2.750699819273526,0,618,0,0,0,0,0,843204.3278913702,100000003,2.791383919256431,0.9854251148678457,1.0147904543046977,0.9854251148678457,0.9854251148678457,0.014574885132154325,100000003,1.0,1.0,0.0,828454.3837088685,0.9854251148678457,0.9854251148678457,inf,1.0178041718078288
3408,RFM,256,401.bzip2,2.6944222416573886,0,1536,0,0,0,0,0,865077.2012351841,100000003,2.791383919256431,0.9652639406101934,1.0359860737860447,0.9652639406101934,0.9652639406101934,0.03473605938980662,100000003,1.0,1.0,0.0,828454.3837088685,0.9652639406101934,0.9652639406101934,inf,1.0442061968003122
3409,RFM,128,401.bzip2,2.578688629597744,0,3529,0,0,0,0,0,912806.0303658192,100000003,2.791383919256431,0.9238029250683134,1.082481958937348,0.9238029250683134,0.9238029250683134,0.07619707493168659,100000003,1.0,1.0,0.0,828454.3837088685,0.9238029250683134,0.9238029250683134,inf,1.1018180944125382
3410,RFM,64,401.bzip2,2.3315337623681742,0,8502,0,0,0,0,0,1032688.406894348,100000003,2.791383919256431,0.835260870525201,1.1972307518383007,0.835260870525201,0.835260870525201,0.16473912947479896,100000003,1.0,1.0,0.0,828454.3837088685,0.835260870525201,0.835260870525201,inf,1.2465241625871466
3411,RFM,32,401.bzip2,1.9768485149133543,0,19403,0,0,0,0,0,1271904.2634053722,100000003,2.791383919256431,0.7081965691913663,1.4120373403415678,0.7081965691913663,0.7081965691913663,0.2918034308086337,100000003,1.0,1.0,0.0,828454.3837088685,0.7081965691913663,0.7081965691913663,inf,1.5352737439945017
