,mitigation,tRH,trace,ipc_0,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,aipc_0,soa_0,aos_0,weighted_speedup,harmonic_speedup,max_slowdown,min_insn,weighted_speedup_base,harmonic_speedup_base,max_slowdown_base,total_energy_base,norm_weighted_speedup,norm_harmonic_speedup,norm_max_slowdown,norm_energy
758,PRAC-RFM,128,471.omnetpp,0.9906141196209914,0,3130,0,0,0,0,0,2810331.788980864,100000002,1.2354658655675534,0.8018142364183563,1.2471716696711754,0.8018142364183563,0.8018142364183563,0.19818576358164375,100000002,1.0,1.0,0.0,2239199.915841002,0.8018142364183563,0.8018142364183563,inf,1.2550606889092148
759,PRAC-RFM,64,471.omnetpp,0.9383780737757894,0,8445,0,0,0,0,0,2972274.5384295094,100000002,1.2354658655675534,0.7595337920119011,1.3165971159112446,0.7595337920119011,0.759533792011901,0.24046620798809892,100000002,1.0,1.0,0.0,2239199.915841002,0.7595337920119011,0.759533792011901,inf,1.3273823910953382
760,PRAC-RFM,32,471.omnetpp,0.7521166197108988,0,35907,0,0,0,0,0,3748971.5755205685,100000002,1.2354658655675534,0.6087716712152046,1.6426519946367442,0.6087716712152046,0.6087716712152046,0.3912283287847954,100000002,1.0,1.0,0.0,2239199.915841002,0.6087716712152046,0.6087716712152046,inf,1.6742460327007131
761,RFM,1024,471.omnetpp,1.2048414673845866,0,2116,0,0,0,0,0,2297917.50779165,100000002,1.2354658655675534,0.9752122668570058,1.0254177823489465,0.9752122668570058,0.9752122668570059,0.024787733142994206,100000002,1.0,1.0,0.0,2239199.915841002,0.9752122668570058,0.9752122668570059,inf,1.0262225768834914
762,RFM,512,471.omnetpp,1.1945719892250086,0,2882,0,0,0,0,0,2318430.99819388,100000002,1.2354658655675534,0.9669000354584796,1.0342330782166382,0.9669000354584796,0.9669000354584796,0.03309996454152042,100000002,1.0,1.0,0.0,2239199.915841002,0.9669000354584796,0.9669000354584796,inf,1.0353836572573827
763,RFM,256,471.omnetpp,1.1426797565200877,0,6960,0,0,0,0,0,2427579.0066359197,100000002,1.2354658655675534,0.9248978772838525,1.0812004487854376,0.9248978772838525,0.9248978772838525,0.07510212271614747,100000002,1.0,1.0,0.0,2239199.915841002,0.9248978772838525,0.9248978772838525,inf,1.0841278572146453
764,RFM,128,471.omnetpp,1.043343274933864,0,16395,0,0,0,0,0,2669352.1894879565,100000002,1.2354658655675534,0.8444938091871673,1.1841413034898487,0.8444938091871673,0.8444938091871674,0.15550619081283268,100000002,1.0,1.0,0.0,2239199.915841002,0.8444938091871673,0.8444938091871674,inf,1.1921008796954145
765,RFM,64,471.omnetpp,0.8511793609028847,0,43936,0,0,0,0,0,3316461.121608278,100000002,1.2354658655675534,0.6889541707506961,1.451475355625445,0.6889541707506961,0.688954170750696,0.3110458292493039,100000002,1.0,1.0,0.0,2239199.915841002,0.6889541707506961,0.688954170750696,inf,1.4810920177989897
766,RFM,32,471.omnetpp,0.6143889697226788,0,119586,0,0,0,0,0,4789004.911344901,100000002,1.2354658655675534,0.49729335859913715,2.010885491849267,0.49729335859913715,0.4972933585991372,0.5027066414008629,100000002,1.0,1.0,0.0,2239199.915841002,0.49729335859913715,0.4972933585991372,inf,2.138712527392285
767,RFM,20,471.omnetpp,0.4657993430282353,0,235073,0,0,0,0,0,6781457.150245858,100000002,1.2354658655675534,0.3770232395811716,2.6523563934968095,0.3770232395811716,0.3770232395811717,0.6229767604188283,100000002,1.0,1.0,0.0,2239199.915841002,0.3770232395811716,0.3770232395811717,inf,3.0285179551281236
768,Dummy,0,471.omnetpp,1.2354658655675534,0,0,0,0,0,0,0,2239199.915841002,100000002,1.2354658655675534,1.0,1.0,1.0,1.0,0.0,100000002,1.0,1.0,0.0,2239199.915841002,1.0,1.0,,1.0
769,Chronus,1024,tpcc64,1.758033505269591,0,0,0,0,0,0,0,1579936.9502737916,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,1.0995801342093645
770,Chronus,512,tpcc64,1.758033505269591,0,0,0,0,0,0,0,1579936.9502737916,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,1.0995801342093645
771,Chronus,256,tpcc64,1.758033505269591,0,0,0,0,0,0,0,1579844.332144164,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,1.0995156752729567
772,Chronus,128,tpcc64,1.758033505269591,0,0,0,0,0,0,0,1579507.0220107709,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,1.0992809193722972
773,Chronus,64,tpcc64,1.7575208488980107,0,0,0,0,0,0,0,1579390.7132841228,100000003,1.758033505269591,0.999708392149499,1.0002916929104435,0.999708392149499,0.9997083921494991,0.0002916078505009745,100000003,1.0,1.0,0.0,1436854.7603943571,0.999708392149499,0.9997083921494991,inf,1.0991999726198112
774,Chronus,32,tpcc64,1.75226206073617,0,0,0,0,0,0,0,1582532.2137735526,100000003,1.758033505269591,0.9967171020824567,1.0032937108339812,0.9967171020824567,0.9967171020824567,0.003282897917543326,100000003,1.0,1.0,0.0,1436854.7603943571,0.9967171020824567,0.9967171020824567,inf,1.1013863456451318
775,Chronus,20,tpcc64,1.6622335674461806,0,0,0,0,0,0,0,1630463.8727158715,100000003,1.758033505269591,0.9455073310399055,1.0576332590675541,0.9455073310399055,0.9455073310399055,0.054492668960094526,100000003,1.0,1.0,0.0,1436854.7603943571,0.9455073310399055,0.9455073310399055,inf,1.1347450818678269
776,Chronus+PB,1024,tpcc64,1.758033505269591,0,0,0,0,0,0,0,1579936.9502737916,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,1.0995801342093645
777,Chronus+PB,512,tpcc64,1.758033505269591,0,0,0,0,0,0,0,1579936.9502737916,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,1.0995801342093645
778,Chronus+PB,256,tpcc64,1.7570084914285131,0,0,0,0,0,0,0,1580959.109688958,100000003,1.758033505269591,0.9994169543196956,1.0005833858208872,0.9994169543196956,0.9994169543196956,0.0005830456803044282,100000003,1.0,1.0,0.0,1436854.7603943571,0.9994169543196956,0.9994169543196956,inf,1.1002915209433208
779,Chronus+PB,128,tpcc64,1.7575208488980107,0,0,0,0,0,0,0,1580393.7539179313,100000003,1.758033505269591,0.999708392149499,1.0002916929104435,0.999708392149499,0.9997083921494991,0.0002916078505009745,100000003,1.0,1.0,0.0,1436854.7603943571,0.999708392149499,0.9997083921494991,inf,1.0998980533593936
780,Chronus+PB,64,tpcc64,1.75226206073617,0,0,0,0,0,0,0,1582784.9242005777,100000003,1.758033505269591,0.9967171020824567,1.0032937108339812,0.9967171020824567,0.9967171020824567,0.003282897917543326,100000003,1.0,1.0,0.0,1436854.7603943571,0.9967171020824567,0.9967171020824567,inf,1.1015622231478488
781,Chronus+PB,32,tpcc64,1.3282295185852178,0,0,0,0,0,0,0,1902802.3158691493,100000003,1.758033505269591,0.7555200254169993,1.3235916539049553,0.7555200254169993,0.7555200254169994,0.24447997458300075,100000003,1.0,1.0,0.0,1436854.7603943571,0.7555200254169993,0.7555200254169994,inf,1.3242829883146359
782,Chronus+PB,20,tpcc64,0.4282420070880045,0,0,0,0,0,0,0,4745268.03905749,100000003,1.758033505269591,0.2435914934524154,4.105233667346212,0.2435914934524154,0.24359149345241538,0.7564085065475846,100000003,1.0,1.0,0.0,1436854.7603943571,0.2435914934524154,0.24359149345241538,inf,3.3025384122714745
783,Graphene,1024,tpcc64,1.758033505269591,0,0,0,0,0,0,0,1436854.7603943571,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,1.0
784,Graphene,512,tpcc64,1.758033505269591,18,0,0,0,0,0,0,1436826.7619576969,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,0.9999805140801756
785,Graphene,256,tpcc64,1.7564785822997937,162,0,0,0,0,0,0,1438050.7753639845,100000002,1.758033505269591,0.9991155328012029,1.0008852501735384,0.9991155328012029,0.9991155328012029,0.0008844671987970898,100000002,1.0,1.0,0.0,1436854.7603943571,0.9991155328012029,0.9991155328012029,inf,1.0008323840394968
786,Graphene,128,tpcc64,1.7445996833795885,889,0,0,0,0,0,0,1447279.5286169096,100000002,1.758033505269591,0.9923586087240457,1.007700231759746,0.9923586087240457,0.9923586087240457,0.007641391275954312,100000002,1.0,1.0,0.0,1436854.7603943571,0.9923586087240457,0.9923586087240457,inf,1.0072552692936698
787,Graphene,64,tpcc64,1.701438285304142,3393,0,0,0,0,0,0,1481871.1816125766,100000002,1.758033505269591,0.9678076556585478,1.0332631635565508,0.9678076556585478,0.9678076556585478,0.03219234434145224,100000002,1.0,1.0,0.0,1436854.7603943571,0.9678076556585478,0.9678076556585478,inf,1.031329834064693
788,Graphene,32,tpcc64,1.55262116371966,10426,0,0,0,0,0,0,1614287.562464249,100000002,1.758033505269591,0.883157891511043,1.1323003617043443,0.883157891511043,0.883157891511043,0.11684210848895704,100000002,1.0,1.0,0.0,1436854.7603943571,0.883157891511043,0.883157891511043,inf,1.1234869431209553
789,Graphene,20,tpcc64,1.4743416497110011,17065,0,0,0,0,0,0,1696106.389741808,100000003,1.758033505269591,0.8386311439979716,1.192419345688429,0.8386311439979716,0.8386311439979716,0.16136885600202844,100000003,1.0,1.0,0.0,1436854.7603943571,0.8386311439979716,0.8386311439979716,inf,1.18042994775359
790,Hydra,1024,tpcc64,1.7573621390288174,0,0,0,0,0,0,0,1438226.8486104633,100000002,1.758033505269591,0.9996181152186456,1.0003820306730544,0.9996181152186456,0.9996181152186456,0.0003818847813543691,100000002,1.0,1.0,0.0,1436854.7603943571,0.9996181152186456,0.9996181152186456,inf,1.0009549247801006
791,Hydra,512,tpcc64,1.751035409104638,32,0,0,0,0,0,0,1444182.4798663503,100000002,1.758033505269591,0.9960193613239016,1.0039965474875985,0.9960193613239016,0.9960193613239016,0.003980638676098436,100000002,1.0,1.0,0.0,1436854.7603943571,0.9960193613239016,0.9960193613239016,inf,1.0050998331035086
792,Hydra,256,tpcc64,1.7463390534667886,203,0,0,0,0,0,0,1448387.0308447594,100000002,1.758033505269591,0.9933479926476094,1.0066965528713263,0.9933479926476094,0.9933479926476094,0.0066520073523905765,100000002,1.0,1.0,0.0,1436854.7603943571,0.9933479926476094,0.9933479926476094,inf,1.008026051601233
793,Hydra,128,tpcc64,1.715579648545674,1116,0,0,0,0,0,0,1473469.8537181027,100000002,1.758033505269591,0.9758515087473223,1.0247460715449184,0.9758515087473223,0.9758515087473222,0.024148491252677706,100000002,1.0,1.0,0.0,1436854.7603943571,0.9758515087473223,0.9758515087473222,inf,1.0254828075411715
794,Hydra,64,tpcc64,1.6538733829625445,3845,0,0,0,0,0,0,1525740.8434226834,100000002,1.758033505269591,0.9407519128646676,1.0629795021674917,0.9407519128646676,0.9407519128646676,0.05924808713533236,100000002,1.0,1.0,0.0,1436854.7603943571,0.9407519128646676,0.9407519128646676,inf,1.0618615642153912
795,Hydra,32,tpcc64,1.4846158540965888,11197,0,0,0,0,0,0,1689154.4770919106,100000002,1.758033505269591,0.8444752899455837,1.1841672715662739,0.8444752899455837,0.8444752899455837,0.15552471005441626,100000002,1.0,1.0,0.0,1436854.7603943571,0.8444752899455837,0.8444752899455837,inf,1.1755916628819933
796,Hydra,20,tpcc64,1.387038607164709,19135,0,0,0,0,0,0,1802656.743759365,100000002,1.758033505269591,0.7889716566875153,1.2674726544657937,0.7889716566875153,0.7889716566875153,0.21102834331248466,100000002,1.0,1.0,0.0,1436854.7603943571,0.7889716566875153,0.7889716566875153,inf,1.2545852186651143
797,PARA,1024,tpcc64,1.6202448125028457,7151,0,0,0,0,0,0,1551268.046461959,100000003,1.758033505269591,0.9216233977602061,1.0850418971895355,0.9216233977602061,0.9216233977602062,0.07837660223979392,100000003,1.0,1.0,0.0,1436854.7603943571,0.9216233977602061,0.9216233977602062,inf,1.0796275930047377
798,PARA,512,tpcc64,1.5072200434938474,14139,0,0,0,0,0,0,1660951.02485897,100000003,1.758033505269591,0.8573329455758684,1.1664079925545174,0.8573329455758684,0.8573329455758684,0.14266705442413163,100000003,1.0,1.0,0.0,1436854.7603943571,0.8573329455758684,0.8573329455758684,inf,1.155963059483554
799,PARA,256,tpcc64,1.32081178252845,28250,0,0,0,0,0,0,1882232.5731053485,100000002,1.758033505269591,0.7513006882800599,1.3310250018395209,0.7513006882800599,0.7513006882800599,0.24869931171994009,100000002,1.0,1.0,0.0,1436854.7603943571,0.7513006882800599,0.7513006882800599,inf,1.3099671762153284
800,PARA,128,tpcc64,1.060657235387665,55837,0,0,0,0,0,0,2319134.098800977,100000003,1.758033505269591,0.6033202622182194,1.6574944728746779,0.6033202622182194,0.6033202622182194,0.39667973778178056,100000003,1.0,1.0,0.0,1436854.7603943571,0.6033202622182194,0.6033202622182194,inf,1.6140351570150842
801,PARA,64,tpcc64,0.7677787042563124,108191,0,0,0,0,0,0,3162493.1819377053,100000003,1.758033505269591,0.43672586555088155,2.2897659123958922,0.43672586555088155,0.43672586555088155,0.5632741344491184,100000003,1.0,1.0,0.0,1436854.7603943571,0.43672586555088155,0.43672586555088155,inf,2.2009831954551426
802,PARA,32,tpcc64,0.4996917826223483,201320,0,0,0,0,0,0,4788273.622476791,100000003,1.758033505269591,0.2842333670686905,3.5182357733472247,0.2842333670686905,0.2842333670686905,0.7157666329313095,100000003,1.0,1.0,0.0,1436854.7603943571,0.2842333670686905,0.2842333670686905,inf,3.332468774479759
803,PARA,20,tpcc64,0.3656718169041775,290629,0,0,0,0,0,0,6484217.982785961,100000003,1.758033505269591,0.20800048224797765,4.807681161084052,0.20800048224797765,0.20800048224797765,0.7919995177520224,100000003,1.0,1.0,0.0,1436854.7603943571,0.20800048224797765,0.20800048224797765,inf,4.512785955489552
804,PRAC-4,1024,tpcc64,1.5452879142524698,0,0,0,0,0,0,0,1636796.1905140767,100000002,1.758033505269591,0.8789866118140354,1.137673755845063,0.8789866118140354,0.8789866118140354,0.12101338818596463,100000002,1.0,1.0,0.0,1436854.7603943571,0.8789866118140354,0.8789866118140354,inf,1.13915215067725
805,PRAC-4,512,tpcc64,1.5452879142524698,0,0,0,0,0,0,0,1636796.1905140767,100000002,1.758033505269591,0.8789866118140354,1.137673755845063,0.8789866118140354,0.8789866118140354,0.12101338818596463,100000002,1.0,1.0,0.0,1436854.7603943571,0.8789866118140354,0.8789866118140354,inf,1.13915215067725
806,PRAC-4,256,tpcc64,1.5442656083670532,0,0,0,0,0,0,0,1637681.197996376,100000002,1.758033505269591,0.8784051064659562,1.1384268973836578,0.8784051064659562,0.8784051064659562,0.12159489353404385,100000002,1.0,1.0,0.0,1436854.7603943571,0.8784051064659562,0.8784051064659562,inf,1.1397680845257459
807,PRAC-4,128,tpcc64,1.5444959147697748,0,0,0,0,0,0,0,1637125.448632491,100000002,1.758033505269591,0.8785361087489225,1.138257141671784,0.8785361087489225,0.8785361087489224,0.12146389125107748,100000002,1.0,1.0,0.0,1436854.7603943571,0.8785361087489225,0.8785361087489224,inf,1.1393813026607977
808,PRAC-4,64,tpcc64,1.53953201768522,0,0,0,0,0,0,0,1640934.744243805,100000002,1.758033505269591,0.875712557849764,1.141927212343983,0.875712557849764,0.8757125578497641,0.12428744215023602,100000002,1.0,1.0,0.0,1436854.7603943571,0.875712557849764,0.8757125578497641,inf,1.1420324374284263
809,PRAC-4,32,tpcc64,1.1354177270994934,0,0,0,0,0,0,0,2061960.4923232908,100000002,1.758033505269591,0.6458453287131063,1.5483583383541268,0.6458453287131063,0.6458453287131062,0.3541546712868937,100000002,1.0,1.0,0.0,1436854.7603943571,0.6458453287131063,0.6458453287131062,inf,1.4350514395465885
810,PRAC-4,20,tpcc64,0.335035263298345,0,0,0,0,0,0,0,5888307.861483843,100000002,1.758033505269591,0.19057387831011105,5.247308859259041,0.19057387831011105,0.19057387831011102,0.8094261216898889,100000002,1.0,1.0,0.0,1436854.7603943571,0.19057387831011105,0.19057387831011102,inf,4.098053626427591
811,PRAC-2,1024,tpcc64,1.5452879142524698,0,0,0,0,0,0,0,1636796.1905140767,100000002,1.758033505269591,0.8789866118140354,1.137673755845063,0.8789866118140354,0.8789866118140354,0.12101338818596463,100000002,1.0,1.0,0.0,1436854.7603943571,0.8789866118140354,0.8789866118140354,inf,1.13915215067725
812,PRAC-2,512,tpcc64,1.5452879142524698,0,0,0,0,0,0,0,1636796.1905140767,100000002,1.758033505269591,0.8789866118140354,1.137673755845063,0.8789866118140354,0.8789866118140354,0.12101338818596463,100000002,1.0,1.0,0.0,1436854.7603943571,0.8789866118140354,0.8789866118140354,inf,1.13915215067725
813,PRAC-2,256,tpcc64,1.5452239207889802,0,0,0,0,0,0,0,1636743.5808276285,100000002,1.758033505269591,0.8789502112202481,1.1377208711420619,0.8789502112202481,0.8789502112202481,0.12104978877975192,100000002,1.0,1.0,0.0,1436854.7603943571,0.8789502112202481,0.8789502112202481,inf,1.1391155361996435
814,PRAC-2,128,tpcc64,1.5442656083670532,0,0,0,0,0,0,0,1637525.198374496,100000002,1.758033505269591,0.8784051064659562,1.1384268973836578,0.8784051064659562,0.8784051064659562,0.12159489353404385,100000002,1.0,1.0,0.0,1436854.7603943571,0.8784051064659562,0.8784051064659562,inf,1.139659514316578
815,PRAC-2,64,tpcc64,1.539992535040335,0,0,0,0,0,0,0,1640676.7353739652,100000002,1.758033505269591,0.8759745081218916,1.1415857319227494,0.8759745081218916,0.8759745081218916,0.12402549187810841,100000002,1.0,1.0,0.0,1436854.7603943571,0.8759745081218916,0.8759745081218916,inf,1.1418528723972543
816,PRAC-2,32,tpcc64,1.2184941973296968,0,0,0,0,0,0,0,1946647.8396295432,100000002,1.758033505269591,0.6931006682622031,1.4427918566393527,0.6931006682622031,0.6931006682622031,0.30689933173779693,100000002,1.0,1.0,0.0,1436854.7603943571,0.6931006682622031,0.6931006682622031,inf,1.354797919238037
817,PRAC-2,20,tpcc64,0.4125425285958798,0,0,0,0,0,0,0,4865040.059949199,100000002,1.758033505269591,0.234661357340068,4.261460051775009,0.234661357340068,0.234661357340068,0.765338642659932,100000002,1.0,1.0,0.0,1436854.7603943571,0.234661357340068,0.234661357340068,inf,3.3858954948334143
818,PRAC-1,1024,tpcc64,1.5452879142524698,0,0,0,0,0,0,0,1636796.1905140767,100000002,1.758033505269591,0.8789866118140354,1.137673755845063,0.8789866118140354,0.8789866118140354,0.12101338818596463,100000002,1.0,1.0,0.0,1436854.7603943571,0.8789866118140354,0.8789866118140354,inf,1.13915215067725
819,PRAC-1,512,tpcc64,1.5452879142524698,0,0,0,0,0,0,0,1636796.1905140767,100000002,1.758033505269591,0.8789866118140354,1.137673755845063,0.8789866118140354,0.8789866118140354,0.12101338818596463,100000002,1.0,1.0,0.0,1436854.7603943571,0.8789866118140354,0.8789866118140354,inf,1.13915215067725
820,PRAC-1,256,tpcc64,1.5452879142524698,0,0,0,0,0,0,0,1636709.397015812,100000002,1.758033505269591,0.8789866118140354,1.137673755845063,0.8789866118140354,0.8789866118140354,0.12101338818596463,100000002,1.0,1.0,0.0,1436854.7603943571,0.8789866118140354,0.8789866118140354,inf,1.139091745477882
821,PRAC-1,128,tpcc64,1.5437047267110882,0,0,0,0,0,0,0,1638189.0979862183,100000002,1.758033505269591,0.8780860672358825,1.138840527498505,0.8780860672358825,0.8780860672358825,0.12191393276411755,100000002,1.0,1.0,0.0,1436854.7603943571,0.8780860672358825,0.8780860672358825,inf,1.140121564921846
822,PRAC-1,64,tpcc64,1.5373409422894366,0,0,0,0,0,0,0,1642508.0254623394,100000002,1.758033505269591,0.8744662360992309,1.1435547294092714,0.8744662360992309,0.8744662360992309,0.1255337639007691,100000002,1.0,1.0,0.0,1436854.7603943571,0.8744662360992309,0.8744662360992309,inf,1.1431273854091828
823,PRAC-1,32,tpcc64,0.534598086173104,0,0,0,0,0,0,0,3868560.6254412867,100000002,1.758033505269591,0.30408867895331976,3.2885144012661804,0.30408867895331976,0.30408867895331976,0.6959113210466803,100000002,1.0,1.0,0.0,1436854.7603943571,0.30408867895331976,0.30408867895331976,inf,2.692381117476012
824,PRAC-1,20,tpcc64,0.534598086173104,0,0,0,0,0,0,0,3868560.6254412867,100000002,1.758033505269591,0.30408867895331976,3.2885144012661804,0.30408867895331976,0.30408867895331976,0.6959113210466803,100000002,1.0,1.0,0.0,1436854.7603943571,0.30408867895331976,0.30408867895331976,inf,2.692381117476012
825,PRAC-RFM,1024,tpcc64,1.525780106558955,0,724,0,0,0,0,0,1660228.7857329242,100000002,1.758033505269591,0.8678902318900796,1.1522194434913888,0.8678902318900796,0.8678902318900796,0.13210976810992037,100000002,1.0,1.0,0.0,1436854.7603943571,0.8678902318900796,0.8678902318900796,inf,1.1554604066435081
826,PRAC-RFM,512,tpcc64,1.525780106558955,0,724,0,0,0,0,0,1660228.7857329242,100000002,1.758033505269591,0.8678902318900796,1.1522194434913888,0.8678902318900796,0.8678902318900796,0.13210976810992037,100000002,1.0,1.0,0.0,1436854.7603943571,0.8678902318900796,0.8678902318900796,inf,1.1554604066435081
827,PRAC-RFM,256,tpcc64,1.525780106558955,0,724,0,0,0,0,0,1660228.7857329242,100000002,1.758033505269591,0.8678902318900796,1.1522194434913888,0.8678902318900796,0.8678902318900796,0.13210976810992037,100000002,1.0,1.0,0.0,1436854.7603943571,0.8678902318900796,0.8678902318900796,inf,1.1554604066435081
828,PRAC-RFM,128,tpcc64,1.5179398399469086,0,1055,0,0,0,0,0,1669824.960228501,100000002,1.758033505269591,0.8634305520327017,1.1581707383944015,0.8634305520327017,0.8634305520327018,0.1365694479672983,100000002,1.0,1.0,0.0,1436854.7603943571,0.8634305520327017,0.8634305520327018,inf,1.162139004063433
829,PRAC-RFM,64,tpcc64,1.448308236252148,0,3824,0,0,0,0,0,1759616.2599326752,100000002,1.758033505269591,0.8238228861457636,1.213853143457178,0.8238228861457636,0.8238228861457636,0.1761771138542364,100000002,1.0,1.0,0.0,1436854.7603943571,0.8238228861457636,0.8238228861457636,inf,1.2246305670099416
830,PRAC-RFM,32,tpcc64,1.1586149379711177,0,18182,0,0,0,0,0,2245155.297346894,100000002,1.758033505269591,0.6590403052605339,1.5173578793556137,0.6590403052605339,0.6590403052605339,0.3409596947394661,100000002,1.0,1.0,0.0,1436854.7603943571,0.6590403052605339,0.6590403052605339,inf,1.5625485325536257
831,RFM,1024,tpcc64,1.7421014819725864,0,674,0,0,0,0,0,1452654.8021703563,100000003,1.758033505269591,0.990937588362651,1.0091452900200537,0.990937588362651,0.990937588362651,0.009062411637349,100000003,1.0,1.0,0.0,1436854.7603943571,0.990937588362651,0.990937588362651,inf,1.0109962692204622
832,RFM,512,tpcc64,1.7331031760830522,0,976,0,0,0,0,0,1460807.9628007612,100000003,1.758033505269591,0.9858191956456963,1.0143847922792937,0.9858191956456963,0.9858191956456963,0.014180804354303689,100000003,1.0,1.0,0.0,1436854.7603943571,0.9858191956456963,0.9858191956456963,inf,1.0166705801217026
833,RFM,256,tpcc64,1.6805095499741765,0,3024,0,0,0,0,0,1513281.4404765568,100000003,1.758033505269591,0.9559030274092948,1.0461312197223787,0.9559030274092948,0.9559030274092949,0.04409697259070522,100000003,1.0,1.0,0.0,1436854.7603943571,0.9559030274092948,0.9559030274092949,inf,1.0531902612489683
834,RFM,128,tpcc64,1.5340201243492015,0,8113,0,0,0,0,0,1670810.1235006964,100000003,1.758033505269591,0.8725772971624693,1.1460302751995681,0.8725772971624693,0.8725772971624692,0.12742270283753065,100000003,1.0,1.0,0.0,1436854.7603943571,0.8725772971624693,0.8725772971624692,inf,1.1628246427927957
835,RFM,64,tpcc64,1.2618447566811934,0,22398,0,0,0,0,0,2073359.754095305,100000002,1.758033505269591,0.717759219547805,1.3932248764843584,0.717759219547805,0.7177592195478049,0.28224078045219503,100000002,1.0,1.0,0.0,1436854.7603943571,0.717759219547805,0.7177592195478049,inf,1.4429849218206672
836,RFM,32,tpcc64,0.9068362356082372,0,56828,0,0,0,0,0,2982898.4070295324,100000002,1.758033505269591,0.5158242052213764,1.9386449683392228,0.5158242052213764,0.5158242052213764,0.4841757947786236,100000002,1.0,1.0,0.0,1436854.7603943571,0.5158242052213764,0.5158242052213764,inf,2.075991595845672
837,RFM,20,tpcc64,0.6638947534583421,0,104888,0,0,0,0,0,4235972.788670817,100000003,1.758033505269591,0.37763486956782155,2.648060548922388,0.37763486956782155,0.37763486956782155,0.6223651304321784,100000003,1.0,1.0,0.0,1436854.7603943571,0.37763486956782155,0.37763486956782155,inf,2.9480869642720315
838,Dummy,0,tpcc64,1.758033505269591,0,0,0,0,0,0,0,1436854.7603943571,100000003,1.758033505269591,1.0,1.0,1.0,1.0,0.0,100000003,1.0,1.0,0.0,1436854.7603943571,1.0,1.0,,1.0
839,Chronus,1024,507.cactuBSSN,1.8803988318360845,0,0,0,0,0,0,0,1512197.5339002875,100000001,1.8803988318360845,1.0,1.0,1.0,1.0,0.0,100000001,1.0,1.0,0.0,1370832.8032916724,1.0,1.0,,1.1031232476120845
840,Chronus,512,507.cactuBSSN,1.8803988318360845,0,0,0,0,0,0,0,1512197.5339002875,100000001,1.8803988318360845,1.0,1.0,1.0,1.0,0.0,100000001,1.0,1.0,0.0,1370832.8032916724,1.0,1.0,,1.1031232476120845
841,Chronus,256,507.cactuBSSN,1.879904324902207,0,0,0,0,0,0,0,1512626.5002530166,100000001,1.8803988318360845,0.9997370201866193,1.0002630489899549,0.9997370201866193,0.9997370201866194,0.00026297981338074816,100000001,1.0,1.0,0.0,1370832.8032916724,0.9997370201866193,0.9997370201866194,inf,1.1034361715162244
842,Chronus,128,507.cactuBSSN,1.8785185897352448,0,0,0,0,0,0,0,1513108.5550981644,100000001,1.8803988318360845,0.999000083349869,1.0010009174841887,0.999000083349869,0.9990000833498691,0.0009999166501309942,100000001,1.0,1.0,0.0,1370832.8032916724,0.999000083349869,0.9990000833498691,inf,1.1037878226030604
843,Chronus,64,507.cactuBSSN,1.8720600654210104,0,0,0,0,0,0,0,1516002.091649348,100000001,1.8803988318360845,0.9955654267201752,1.0044543263162866,0.9955654267201752,0.9955654267201752,0.004434573279824772,100000001,1.0,1.0,0.0,1370832.8032916724,0.9955654267201752,0.9955654267201752,inf,1.1058986099611068
844,Chronus,32,507.cactuBSSN,1.8606642519214336,0,0,0,0,0,0,0,1520745.6876006054,100000001,1.8803988318360845,0.9895051094584113,1.010606201465026,0.9895051094584113,0.9895051094584114,0.010494890541588697,100000001,1.0,1.0,0.0,1370832.8032916724,0.9895051094584113,0.9895051094584114,inf,1.1093589852452896
845,Chronus,20,507.cactuBSSN,1.8420802147452884,0,0,0,0,0,0,0,1529580.4552478394,100000001,1.8803988318360845,0.9796220799321703,1.0208018178492269,0.9796220799321703,0.9796220799321702,0.02037792006782968,100000001,1.0,1.0,0.0,1370832.8032916724,0.9796220799321703,0.9796220799321702,inf,1.1158038030421937
846,Chronus+PB,1024,507.cactuBSSN,1.8803988318360845,0,0,0,0,0,0,0,1512197.5339002875,100000001,1.8803988318360845,1.0,1.0,1.0,1.0,0.0,100000001,1.0,1.0,0.0,1370832.8032916724,1.0,1.0,,1.1031232476120845
